timestamp,user_id,pixel_color,coordinate
2022-04-03 18:02:04.498 UTC,hhbPkpfAQGNO6Atzsgljqs3iYQ4rxeiDS/4rA1TU5kBTXiEypbfTjw80WADhLGlZzBSCamM0bDkSIpc4EKjTTA==,#000000,"432,930"
2022-04-03 18:02:04.499 UTC,wEbgI087YOH6ZkeUdqSLCHE2WlNpvETJhOd7wUqR7jv0ImcwI/+H+CT00K+2Ue0VYq5JZDItplR5RavjzjL7lQ==,#000000,"354,549"
2022-04-03 18:02:04.499 UTC,qljjeJH+p4PoT6fo8ZJDc8WsyQxHyOAcjovtWlWWAsI5NvS/zn+dinq4jVbORjECe+hU0+FaJVRSJu/fJcrl6g==,#000000,"1156,182"
2022-04-03 18:02:04.501 UTC,GDYpwZ4l462FZ7Ooq0VkaRiNqeynezmU8ZxQ0h/fn/vYdQL6VeBOmcmzSCa66Wa/JT3WLHRgBr1XrbexTzcdMw==,#FFD635,"307,666"
2022-04-03 18:02:04.501 UTC,DBBlIK6t4q0V2Y+gPaewz+nDc72igux6m7UZ55t0/qq+3/hkA+Lbnl4NM4UmK3UvTxyLQvtXXBL3Cexg1fZePA==,#7EED56,"644,6"
2022-04-03 18:02:04.502 UTC,YfG2E5xHyP/NESYRxQHiGt2F3GTBxJcTudpqHd84JiK273TRdFxkz3kJnQ57t84cYj+IMYLAGKlkGExPdEs7vQ==,#493AC1,"1761,105"
2022-04-03 18:02:04.502 UTC,gbssnYxk2BMDQkqhorV1RrUQQ3L08e7M0kGbFfeYh5kIebqK5VFwcGo89XJs6pt7MD/vsn5XYr3/7BCDXzBh6w==,#FFD635,"1519,680"
2022-04-03 18:02:04.513 UTC,BZUSHeo6jDdxLowIynbkG01zCYgitZTFNMOlrxpVmwTWZHBr1Z7xYLkNtpGzlt3joS2Mk6rU5+Hc15alElF3iQ==,#6A5CFF,"413,456"
2022-04-03 18:02:04.514 UTC,t9odOvU59QD7qeU6vCQ7kBncfl71W7b9Jmx8nAZ2mVB6tsgc86j55Hw/ZjRr/hbqPvVRfi3xMTpE6TtV66EjAQ==,#FFFFFF,"736,728"
2022-04-03 18:02:04.515 UTC,M0o7qUrJWmqS2kqop+GHfcwXh7SQc0UdTKP6D7uotCvvQH2bnEtpO0cI4uLZhcJ7Orpvw9m8BQwTuYYhWhr2EQ==,#493AC1,"70,973"
2022-04-03 18:02:04.516 UTC,DAfKqYrWVAa3k0fRIac64GlsjRMhs3/f8k++FWOFxgo5zll75tCI7p7TGyM4Y12hmKTegp2F1b72T+AtgO93vw==,#3690EA,"26,949"
2022-04-03 18:02:04.517 UTC,idcxjS0FdQ5hld9jRsRrueQUoMtZhcPi9awKG8OjPgwi9eZ3Mka8ZlExBMg5KLZSkzo2gIxlCf9mqknEDdAKPw==,#000000,"76,956"
2022-04-03 18:02:04.517 UTC,wxi5Zrm535ZlYOSXgdzN2tRvg/3+RVObR7NDPnmSRIvAUcIkERSv2xdx4xuB6BfA9D3GvsTJ5NJJhM07xEG3LA==,#FF99AA,"1972,216"
2022-04-03 18:02:04.517 UTC,OUV/fycfImvAkpeSJg+kobB0VWyaamImHk13b+fuVmyujLCIpDimuwcJpfU8HmJyO8zoENQ5GBfbZQZGFklW+A==,#00A368,"211,728"
2022-04-03 18:02:04.518 UTC,JYoijjR5XhYATtZoli/xTuNRbK2GEHdYw2yKJ7s7/a5odvJCBp/lFwnCyf2SIdEXrYPbng1ovXWZ8qvLRZ9rLw==,#51E9F4,"70,473"
2022-04-03 18:02:04.519 UTC,22FjBPFa38N1BtM5PdPrBONa1zUCA/e0ABrqXlUn5FeCYDk721Tx+hZLc6xWN+tW972Bs+cyRlqPlM0sBHghDw==,#000000,"635,482"
2022-04-03 18:02:04.52 UTC,Mzjf/C2ix8NbmZ3sJemyqpXJPh2cXhzOzkJMMRZs5bD1R7Mbub91Ch79rlPCv3AtY+tjDERLbrEvyI8tUz6d8Q==,#000000,"73,932"
2022-04-03 18:02:04.52 UTC,v3PqJB256kFbPucV9fNPLO+ELd1Xt2+e+Doq6CVrhz3pqmp9745+Gm4Y65BzEWdlxedzRFGmbJH1Ddi+cnsV1w==,#2450A4,"318,485"
2022-04-03 18:02:04.524 UTC,bRblWTYLj1MylU0QCdllgsU046Mk2rAVS6DQ+ggZyeJc8Drb7xVJY6CBdl+IXlpLMRjJHZ96goR4iAsZjJgh+Q==,#FFD635,"1925,3"
2022-04-03 18:02:04.525 UTC,aP7qbHR5o98YeSvqYIV0UgOSJ3cjQn+uS4EeVzbQJgmiMAiYWkInrULe9s8uMWixRVheAQJ3jsO51G9Spui6dw==,#FF4500,"1820,893"
2022-04-03 18:02:04.528 UTC,e46FFiwVv4kUtGFvIhS09/7zKP645WBtOeW5rSlcp1vKtJZEJ8r9kgGWjZ9J9BM/qd+UeSC1pULnKTNAxxM5bg==,#493AC1,"897,502"
2022-04-03 18:02:04.529 UTC,8/B6M9KnVORVKAOLwFD3oMyHKdIGEfEZbVqKilpIbJK5xBM29jXR3yt9xJZXp8tjSOnk4Ae107MVTeiYk4Z8cg==,#00A368,"874,189"
2022-04-03 18:02:04.529 UTC,3bE0G8qudpYV2UKO4U9pJPAYWbkMSEw7Svy69ZKTG2VFO+FyLJBrlZ3n9OR0uYkEQ1asJI7DOUF87sPfTxptGA==,#000000,"816,221"
2022-04-03 18:02:04.529 UTC,mqjGrOG3W+tRix+Oqu5TYRsDNMR3faLVSzVFuBaqh2CiJlNUEhF1e/+TBCoyZN7fSKKKZW6qO8iLyBZB3OmQ6A==,#FFFFFF,"1878,543"
2022-04-03 18:02:04.529 UTC,0jHM0rBVStf5El8waBpXWkO7AW5UnkFCLEr9/otBxjSMVO9SYhXIiQbR5wRcaDegZTr1Mji79zbdfT4kYAXdjA==,#2450A4,"713,581"
2022-04-03 18:02:04.531 UTC,5H9mTcz1hmqutlWypVxuJBqMrmGpdTLoxn62Oh16ZVbExkbOLXwxEnpTqH5B9kUPpkX2JcJyd7BYDsciK5HTPg==,#000000,"575,381"
2022-04-03 18:02:04.532 UTC,E/69eQ4qqXpqu9vfcXgH4zNlOy1vCtsQ/EaiUZHcxxhYeFR85PS+cHi8FEfUoo/QvfvxbT+2my2+/y9asrGtnw==,#00A368,"986,500"
2022-04-03 18:02:04.533 UTC,Xi+xjyhVHovSNb8rzIzTlNwv0aOIxWPe2k2IHdgRyLnufIQmFZ/BiaKGFKtsdIRqXmpDJmMK8jQcGYz8w2zGrQ==,#BE0039,"326,852"
2022-04-03 18:02:04.534 UTC,TU5/OV6cysHoYL3SM2/aPbzQjiihkAMg6n5LWrXSYDHcbXISsJI7faGo2Lm31T4uI4fyVkh48PLBxaGk5EXTxQ==,#FF3881,"726,760"
2022-04-03 18:02:04.534 UTC,7knqSDOr40dRMje1kjuwJ57zFGJtIDgWo+XrBG9EGGQdu2ymm9fYlOkDO3/AuO6JCPvuH2cgPE4vQ0SHHzcf5A==,#51E9F4,"104,916"
2022-04-03 18:02:04.534 UTC,8ISH88/la9cDT2KYxrvrqqg9UbFNpYbD9vTK5ODaSdnXBgJ414JfXVjMHZ/yDdoaeHmBvv8dUP5qQkG3sEUftA==,#811E9F,"1490,733"
2022-04-03 18:02:04.535 UTC,l2ogl8NQ6sowcwcQGiSL57eefxma4mxQaGrAppD1Qlfs85VAv9jmTIU3mK+4MQUV3UMk04zDfpok0YK6ONpymw==,#000000,"1603,373"
2022-04-03 18:02:04.535 UTC,Mfc6EImjmcCkg//LP7ga00TKYXm8M7mPHda9+EjuwnqO7JGpFOCUv7HvLum7XrgVI9fLGzUnB4BisqDym9zyag==,#3690EA,"22,977"
2022-04-03 18:02:04.537 UTC,IXDr5Zy7wupuTrBFbhqHEjm6zhwqLJoiRXLtXrOJPA8VjlyWQwb74B2BwP5o1JAspNaqYiWbDkSJ72MtZjeiHQ==,#51E9F4,"1528,812"
2022-04-03 18:02:04.538 UTC,IOTt9NdsGOnWSeORnSEaWlJdta++hlj5rFagbKpN2Xs9zOiZEdS3mkQdSTuqhMqdC34SRzSB5GFEQ0xW/yqDQw==,#9C6926,"1106,570"
2022-04-03 18:02:04.538 UTC,Srl5K9AGXV/PwQ5yVnNWh02VxYYy/PZSBBWFJkq+CDNUFLjRmOGCpO4uXWa+IAUfL32xMW/5Uqo78XnOL9lXwg==,#7EED56,"1811,704"
2022-04-03 18:02:04.539 UTC,NJmAQiburEqnR25r2V/jluE75DZPYViMUX8LvvTw4I//3WRCL1Oo8PKnb+sUBBGjMniJfCEgEpsndrQXhA7KxQ==,#3690EA,"618,547"
2022-04-03 18:02:04.539 UTC,XRzW6fhj4f4KUC3we4qoddAjGO2LMcCUq48kO3u9tkwRbid3c/iFD1EFoOcUs7PIpWFblyApPIxwoxYwi7AVqg==,#FFD635,"177,371"
2022-04-03 18:02:04.541 UTC,Hnq9lnaXK4R81Q4TliKzMGi4BbYzhozseLiDunaEHudDaU7hntU/6ovFC8e1aNSu1EvbPWMfcMsqt6b71BFpxA==,#000000,"398,387"
2022-04-03 18:02:04.544 UTC,6wmogy9kznUUo+HSyqnOWZ4kQlAQKRM+Hku76uaeIkao/GBza+zDRLk4M+/bu4epQ5b8vmQIfYdgQRH8+NxQWw==,#000000,"1960,370"
2022-04-03 18:02:04.547 UTC,vDVe3DyGekoH4omiBYQNL9erhph/uKCq6/5KJpZl6zCa2QBPch6VZipU5TsXGCYJcwPWScmKx6rzrLtTTM5Fqg==,#51E9F4,"919,629"
2022-04-03 18:02:04.549 UTC,p4pz/dSC8aNDGP08jftNJCllUuDvOWwm9ZD6kslT0marjN6lWKNCNxOxQTX2DmSzraHYCui5UpLmTbyf2oEzig==,#D4D7D9,"1978,364"
2022-04-03 18:02:04.55 UTC,+SIULDTb8EV4RsRedewbq6Pi1W9GfZlyVt8KTT3oninL/o1a7eLNi9mPTtO/gzyY6Iv+aRkFFF/Jdy8lA/epgQ==,#3690EA,"44,971"
2022-04-03 18:02:04.551 UTC,wDcuorUsyYAcsLt/osnnxqageaT0IRNO3658E8YDVnSG25P025QPPC+6A42wsHQw/TzGr5xBI0IyiNNjqoPW3g==,#FFFFFF,"357,504"
2022-04-03 18:02:04.555 UTC,tjQS4Jlnm8sxCFTQqXLXuGimBeHsx+zDuXZNUJXWW2j9jENCkk5RGUWICuoCvPQ7/2/dn+i2QeLr8sc7tLq7pA==,#FFFFFF,"1354,872"
2022-04-03 18:02:04.555 UTC,t8+m4g2bphouLeMsmILasE0bCKaV8wKXzqijaJ2kV7CoTcu1oTsDAt9nYtttX0pgQjORBSyh92X61XwpgrZfsQ==,#FF99AA,"425,546"
2022-04-03 18:02:04.561 UTC,HyzCTloFGDGfxk6y5iUOOkGvRgZcNtEQi+zra9f+UyRXj7p0UTY+wuNnWzPp4M/6fsIMbYjV35gmwmJdOoZ5EQ==,#3690EA,"47,960"
2022-04-03 18:02:04.561 UTC,Q2JlBjg0NBEbVBGubrYVEVzq1RH5D5CR+Qwy3GXr53usKIEQw+oPWZfoiJjZIsKAFuwLJ4SIbyt/Vylo/SPOtw==,#6D482F,"665,230"
2022-04-03 18:02:04.562 UTC,Kih82NXTsv6Iay2QXDrHo0EZT7c2jWvZLXODLNgBKTrh6pRdz+YNzLDQ+H98l8jroiqFHEiverWS5c/w0ON7kQ==,#3690EA,"338,483"
2022-04-03 18:02:04.563 UTC,HAmd3pQEBP3Ji63NQ623yFO68UTqcONcPVREcOSDnzzh6OzONDieU+0L859ZxVevZyIsVH9uFghoyke0g6vWaA==,#000000,"1152,184"
2022-04-03 18:02:04.563 UTC,ptJfUyqWUBV+nLD4l3Y2NtUvGtmxIYfDyP9LyCPfYfktPsIVOhzigCLmToFRfE6RoYeYSIwwB42atJ13BqoaYQ==,#51E9F4,"927,114"
2022-04-03 18:02:04.564 UTC,6UZ66CeA1Tz6f3DdeYHBbpvw+/c3ns+MNitAtYjy0FFtpBi1/PYv/ac/fjoJoLYbja+vxbbc28dBvgkcbDeTiQ==,#000000,"12,15"
2022-04-03 18:02:04.564 UTC,zcbuC/YqO3buMncT9ZMBMXi/uXGSUbR8BL55wFBHnPLa7VBGX05wCYGHMnW2JoaFRWbZL9Uo3o8XX0kOajf49w==,#D4D7D9,"138,134"
2022-04-03 18:02:04.568 UTC,PR61wts/OwK+PCssT2j1+54t5jtp+YWF3ODgKdPUhHIDf831w3fAg/lhgSf8/vQ+Q424AhWrqX4aYrqcqlLNqw==,#FFFFFF,"85,114"
2022-04-03 18:02:04.568 UTC,WEe1MNGcxnsN2uQ87ywqG/mLSuCN4wmArt8ckbiafYfnkey1m306SuvPuEnrQEhcxYMy0mzC1QMuuKP7UfBylw==,#000000,"1992,182"
2022-04-03 18:02:04.569 UTC,OaoXKBYAK74+a7AGlJmmmmaCAhkUgEPNcmFhjWOVE40EUtCfksWamTeZxW51Pk4fdsUJ/n9l+IzwzQey0+WlsQ==,#898D90,"670,426"
2022-04-03 18:02:04.569 UTC,KJqEuccIX3qAQ+DHPBtVMPLCcm04Mip6qKDulMrFkqjyGpG+1haQ3GoRMtxjjltHPBIYzI7UAQ/uHG9K5eKhXQ==,#FFD635,"425,712"
2022-04-03 18:02:04.569 UTC,OmpkaUI/WEPxLDVPcWrT5trQZFdBRpMAlsJGUxhafMrk0yRW0WmQAocNXcVLkOXee8XhKRaEmZR18AzIcwejrQ==,#FFA800,"813,549"
2022-04-03 18:02:04.57 UTC,/XPla5KUJuIAf7WdLesdM8f4tMorgY2fKlVDblyWgekovqQTYc7kIoLt6OFCaEZGjt5WKXgcKVK/MhuW+qjlRg==,#3690EA,"18,945"
2022-04-03 18:02:04.57 UTC,HdnXD6LJGFFToCm/jKbsnq+feCm7ncIZA6YeybXAkPWnCNN3uTB7O+rbVpiTLsdph5hKlHE4SlWxxfYqF4XV4g==,#FF4500,"209,511"
2022-04-03 18:02:04.573 UTC,sVC2ZgjNw6Arznv/M0Jjmqjr1CQbhFlp3ipkIiVSuZilJxPrD81C4Nn/FBgh5kBlfzuGEkLrUOlu5OfUILk4+Q==,#3690EA,"73,975"
2022-04-03 18:02:04.574 UTC,7iqlGvlgj+nXaw1d18nzqy/j7JTnY9+c05CgstuWa2ko3OzOiFAOWzV2V2hGnWzbOhfsvuW4KUTax1/RE4qumA==,#000000,"1509,690"
2022-04-03 18:02:04.574 UTC,hR/mc3u4oP4EZ1RoKtvwwdju7Uc/JK47aUuqYGXd3solESCCLwLSq2pk08aR6XKmty//L4Tyl7WwwUkKPphC0Q==,#FF4500,"1557,439"
2022-04-03 18:02:04.574 UTC,eTNoC3BjEEn/g51VrHuI55AT+LOqX1sRFk7qRsRzPAXca0xN9eh/eMBzFipRBYavHD9oJVnYBrpU81uq7m9Cyw==,#FF99AA,"632,479"
2022-04-03 18:02:04.575 UTC,Ed9qBNkqOrGVep5M3yGZ0t9ynBeAH0ta7tUjVgV6WVhKTAKlvDBBU9EsaqUX0diGJ8v9UDAKE0ujwRUDnCkk3Q==,#FF4500,"358,480"
2022-04-03 18:02:04.576 UTC,c6AD3SVnBq1UbEbX0hD0CLYLMe/HwrjR4ArF6iBC3ad6piAJaKN22sBY1XFU30EDLxYiE0rQ86yoot0m/vdyNg==,#9C6926,"1627,813"
2022-04-03 18:02:04.576 UTC,rX7RUn+g9IbPFQ4K3wV+SWvkGwLvpCvjx3LHZnXKWzjrZy0tDzdCV2axpTpY4yXmhV/RRY+C5wwQhaOTvtERMg==,#00A368,"1487,447"
2022-04-03 18:02:04.578 UTC,CdO7SKhWVax1UAUzX6JFnXNbQfrS5obUGUquuUVbtgnZfb8jGWkZi2Wz6rBKk/oYCeC7DvSl7mYPza4Vv+z/wQ==,#FF4500,"942,906"
2022-04-03 18:02:04.579 UTC,zPovhI2l+oTyQ/fu0gHmk8DwIvpCtckJxef14l4yntzthIVssuryBCid59ZFj7TL9ueSmK6qGdh01+oTsCkvRw==,#811E9F,"3,2"
2022-04-03 18:02:04.58 UTC,+ITuUzqz06g2r+vDmofA0nSXkZdxEa40Gy6VAqRy+X0E1hGBjH5aeMBWUx+B6c8W/LZc3E5KFADnYAOdAozuBA==,#2450A4,"306,481"
2022-04-03 18:02:04.581 UTC,H3YwqFbsvi/EnOON7RQJhYhr7An5yonioarKMZWxKoZUQKOWy7H+JhYMkiy3rVIMzN2c+YJ1fkrEMjKjBVHfdg==,#898D90,"274,377"
2022-04-03 18:02:04.583 UTC,dATPvuBc+NcLiOCPFRKleKphQHcsTCStttSrZbsx6X+poY8yJw93U1yRO280R0pEyb0PK44jBE8vS9nSHSJ0eg==,#00756F,"347,394"
2022-04-03 18:02:04.584 UTC,5Tmp1oH4yYXvgiM0mE01gXNdw4iBGt+Pkres28hzZt1JNxZrz+QpfIW0PpUahJh573z8Vda0+ljPaLyYEvEJeA==,#000000,"19,975"
2022-04-03 18:02:04.585 UTC,h5GIMMn5Fni9gdOb21G+ZuqT/8a3m/XQaKYcOM1sS2llN5HKQy73lvSdzxykZ1LIjl73uwlpaP2RX+K2ljlKxQ==,#000000,"76,972"
2022-04-03 18:02:04.586 UTC,erSaUiIKqDcqANTzArNll+VPkm0ZFc9eDxfsAi8BCV3AKkTC7Lz8Rj0SWMISacQkbT+nA3nLyBm/r5IqbqeEEg==,#3690EA,"19,987"
2022-04-03 18:02:04.587 UTC,RwSiNC+n/ZvySQWsRgkT5maXX8EnN2fBefH8ZQGJ3+YRsrdCEM7fp2jw0HSfQ+An5+HWhZF1p5Y5uqGBxe4ziw==,#7EED56,"691,980"
2022-04-03 18:02:04.589 UTC,llDAi2x3StwJKt4Z3tWiRvAAj5GV4AKO6e1K2bNYDLNDNYABXtmAeIMgM42uU+bKoRsVn9aNTglGLFDitTbJhA==,#FFFFFF,"374,472"
2022-04-03 18:02:04.59 UTC,JvxUQFkxHT67kOC1eT679NngCte3Tw9p/aQhDrZUlbURNU2xWPPfFn/FjPnvHElwDIjDDgwDHq2JBZ7gFDO0Jg==,#000000,"77,964"
2022-04-03 18:02:04.592 UTC,3p+v9WvlXIFW9/WpWMIPebxCPHa9t9h4K94W5uVZDtYEEA8DQwKbXyj9pn2rP4mXNI6ZOF9/htmYT6RThLcabQ==,#FFFFFF,"8,752"
2022-04-03 18:02:04.593 UTC,Bmmg4gJQ2/8zYjZjHgh/+jwJBGZsHJtAEt55YCmS5VAmKmPvb0PRK4o7zhG5wyGnOfjvvt1ukFwGtZq5EvR7LQ==,#000000,"927,34"
2022-04-03 18:02:04.594 UTC,+mzi2Zudz58BdgrLq+5fo/X75zFXn1WzMDrvhpFLP9eHFRLdhOmtlQmsXm5W1pMfddvpnRGjfimgKqxXwa8Lpg==,#898D90,"448,48"
2022-04-03 18:02:04.595 UTC,fueeqZQt8PgWPzNzGFRV5IzbPRm+tzDvDKNfa6k+x+6njWGc8RGqTFmQJVj4cyiikcoT8z/biOjZzbSa7cE8RQ==,#811E9F,"1021,887"
2022-04-03 18:02:04.599 UTC,jn5T1hJNK46zDwmYC+/4+Xc5W5NV+KyDUdivsjOS1jieSwF7aUHjdZj5+u6Hi/RYVK4HWu8z8qKG4r+0l/INrQ==,#FF4500,"1457,383"
2022-04-03 18:02:04.6 UTC,lwhI+Di04x1/nl46JWu4nfFK8YPB2pRsNE8r3W/dyOgpfdfqI1pJmqNDWvls0nmWOGAh30dc0F1kPcfiUctX9Q==,#3690EA,"50,947"
2022-04-03 18:02:04.6 UTC,PbqENTWVl1wODiJNzCuA5hmPYk0D+YUNgDp2TeNpzbyzqwd7Pyka8VQ4graLnQ7iHLOr/OIJERBiBDXSRry4GQ==,#FFFFFF,"1843,585"
2022-04-03 18:02:04.602 UTC,NAgaHEPkhkrZ+ptBz518dg96PJG0BLHtBysOZ28LfSRWKRo555BzzS9enQI41cQZ3u/NC4Pvh88IHddQBnEiVQ==,#00A368,"885,204"
2022-04-03 18:02:04.604 UTC,XS6fcugVUUwsRHKtdAA1x8+coXT3oIEqAIfEOFELvg0gNqbT7s531nXqq3wvknepqPVcbyWCGJ5kRMUAHole1g==,#811E9F,"1480,730"
2022-04-03 18:02:04.608 UTC,ujegduq1LzIodjKhyaSD9MjgLZ3r15HMkbHyTBf0t6JgWzR2hHOj4+MF480l9GSx1SEUGEoPTtFSJKfVP7aLUg==,#000000,"1964,227"
2022-04-03 18:02:04.61 UTC,/OtrRKcjjelXvcswDByjnpMGZ73AR1+MHWVxT9lUHNnDeOhA7n+JSppeMxf3Z1i1FXaNR/JgQamEPEd3mwWglw==,#FF4500,"369,401"
2022-04-03 18:02:04.612 UTC,2DL11JKK+VXX9nHVD0M91fwQBmeuc0gGJcSzXPFJZ+xkI/ZFqxz7nFFegFYq4OiHdeC68Kxi+DMdwLeEDH1m+w==,#FFFFFF,"1351,164"
2022-04-03 18:02:04.612 UTC,NGI/Zi+611q7hHpXXZSUzJfu15Ua/TT1QAUMYQ3Ays2VzXifp+uN3/D1XpPhqSp0XD1T0+4JBw5j/Pg257tp6A==,#3690EA,"32,939"
2022-04-03 18:02:04.612 UTC,SeMlte/T+24cbJRPeVRYZy7g5LZE+X2mSIv9Q38v3AusUURDLnTCvmqemGhyk+Ov7XwXUNQgcH+KNBsPlsP7jw==,#000000,"55,156"
2022-04-03 18:02:04.614 UTC,JPbgRc1gkmnxyzSwHcFOngLOBBmqXOWW4LoDGJhoif1tYt3ZszlOXL79lW7F6336L6oWK/q2ChPTMrW1TuVSvA==,#FF4500,"362,444"
2022-04-03 18:02:04.615 UTC,GNd0b7ipoA4dlBVGURdgHYtYhedH9usrNcTELVTW/SVrNfAwzYdTx4Z6hflOyqtMM0Qfk28U96alxH0oAeizqg==,#6D482F,"759,989"
2022-04-03 18:02:04.616 UTC,rbeDor1CuACLh8raO9GgYxSgBrjRgNfXSsWp+a5aLfwfXkfmMYSLCpS0q+7D918OP8mphvf9myizmje/6VqGOA==,#000000,"730,736"
2022-04-03 18:02:04.617 UTC,DEIbin8A5p99ATdSP0RhIgAckI5FiEXGZlL5TA/5iBio47FXk4HM8aUCNxKfV0GSuFIXWJtUbTkf6fp3WbHJ4w==,#FF4500,"391,511"
2022-04-03 18:02:04.617 UTC,dgNcH+AJLsGcQXgTV/G1VWws1Gx3iHFpxBxVs7rc9PpuSEFqRtq09cHRLdPGNBKcryIrZ7ja58LNU05iEBusRA==,#FFFFFF,"727,727"
2022-04-03 18:02:04.618 UTC,WinjlAJrP9cL50ilJbwDWRk2lufEDouDTwIC7Nm887xp97uv/XT9qyqizWcdJhSkAc/9J2Czce5LePt9Gq8zUA==,#9C6926,"1065,484"
2022-04-03 18:02:04.62 UTC,4Eiic2Ybhz10lHwnUrzH57uCW8zWU/lFqG9AdnP7VZ8SwLIO9YMG9qtIgAdiBQ1fvLKi2YX2Gu1x9qgoAx1MdA==,#3690EA,"75,945"
2022-04-03 18:02:04.621 UTC,cjrQBpAU6/5+v4nB4QpfSBR7UIFr1tacAlMHk8OmSQBk7/ByVcymh9JL9Spk51b04/i9++6QnUtOwLxH/LYIBA==,#000000,"234,401"
2022-04-03 18:02:04.624 UTC,zEwAoEAQl/tb6f0aNX5D7AyaSW8H1YyZyVrWl3y6mcW/Dhevv6YKdIkys4Yc0Yta/XSe60/gKb8bELymq0/+Tg==,#000000,"1897,811"
2022-04-03 18:02:04.625 UTC,yAdWC5ihgJgODJSSilxx7uam06cRchRidmeXfJ0GBHKi0dw6O5qO8yUlV++9eTDG1Dn8V8XBcmHSLW/tZZF0dg==,#B44AC0,"1585,818"
2022-04-03 18:02:04.625 UTC,GZecyEQd1ic9yoXfVsyRd9bcCk/bEwcCqrY8js/oaZif9nWX2olSS2O7LpAu0m/9SRduy82BU3CXXVL2oQbYsA==,#FFFFFF,"1531,794"
2022-04-03 18:02:04.625 UTC,lCt6WHmd8ED0j5SXuSpCWRa4zd/EcTDe4tZN/JOTeecMcoJfF9+elhzXmQ2/FclchekK9T86zGXgJm0sR5CblA==,#FFD635,"1868,293"
2022-04-03 18:02:04.626 UTC,Ve43PDJ1UT6UATO5CYo48sBdrvl6erHbScFZWmDlSS2e064yrLihvxSzGVNAlqseZMwQsIbaP+M233UmhId23Q==,#9C6926,"493,307"
2022-04-03 18:02:04.626 UTC,u+47QlVL6hsc4LRG5v6jQWtoBDkL0e0u7stKNvt12GApg3F/53koaE1emCwk8oGoInDeuGqPFdVd7qDJHkEGOg==,#9C6926,"18,930"
2022-04-03 18:02:04.627 UTC,i3t/8BEgIX3TqpaC9DGHEDDTcceGKEPQoByLrtl5jCzxgFqdLGsDcexdHaprnzi2Wv3zDurTOI2d1pAwZOk6lQ==,#FFA800,"1716,101"
2022-04-03 18:02:04.628 UTC,4nO86+Kdv4YbTV8+VytVIpqMar3Aa9+Lmwg4lWlMNqhLLQ2pAToHpmimmdskNDotuiluMrvr/lKytOYr/G3EIw==,#000000,"1182,766"
2022-04-03 18:02:04.629 UTC,EB8dzoxvbC81AOx8lEjklnoAOS02B/8TATYCx+HvjoAItRRQ1801IJ8/Url52GC4a/AIKPN4XBk//RqQ1WlCLA==,#FF4500,"302,373"
2022-04-03 18:02:04.63 UTC,Zg7Es3PSjoUHMLpXxPPFWyvyJo8m6A6DBH57pAdKeUd65PR+CNhxcTCDTGXywaMdaawrqNZq+jdGExhr2hNNMw==,#3690EA,"34,960"
2022-04-03 18:02:04.63 UTC,yWf0RRPk8tQIvAKQuc/oVwqz18e7zfQmdQfUdb0iltXNgEZnceTWop85M9MXoeSeV83gTwEqyIa8HZyZDJ+9NA==,#FF99AA,"1615,795"
2022-04-03 18:02:04.633 UTC,8sT6ZunzHOvLOvivdlOUyi4rw0ZcCGyXTidkiQpgFarbmiiCg4qFy+MEEO/U+aeBFDsnnwVSYcN8/LV4ZYNb9w==,#3690EA,"63,929"
2022-04-03 18:02:04.633 UTC,g1OY2r7JIsA2Udh8ZFROU4szJ7BGs1OAJkXcdiq3uxxUyKvY+BikLh3kIVl40xDe2occRCmEc8mStOCxAd+lzg==,#FFD635,"1872,990"
2022-04-03 18:02:04.635 UTC,kUt1YZ9hAybBt007HmH63TPts8JHNV4Syfea2/TSpnyAHobISc8QQsymSRH+9SrBJkTQS2d2iiy7ko5tLXTQMg==,#FFFFFF,"429,485"
2022-04-03 18:02:04.638 UTC,ZiOI9HzhDbDlUvJ4dfL/9MXKhnT8woJoH36rW34eErsNCNgLiQ9WoTMODDSZ9LF1iSubKVPZM4/Ox5iuSoQw2w==,#D4D7D9,"1961,374"
2022-04-03 18:02:04.638 UTC,CJWM8lhEELZO78he77/o1VfLmCB8eU3SrcD/VqhO8dP7kg+n7D/KBqatjr8tAtyWeftKtJ9mcXrsIT09euYt3A==,#FF4500,"451,526"
2022-04-03 18:02:04.641 UTC,/4sBio6p06JjQ5uDzRPdSgSFDJZLXao9WI3BkXznr2R3cuSDL8I+0nUMgNHPCHXAPln4PM8XaHP9BCRwljgdyg==,#000000,"76,949"
2022-04-03 18:02:04.643 UTC,BDABp82zoUnrDNDG/VivqFeZ20xK0EfVy0Vs2nPtOl+IJhMYa39jhNlANH4bRx2NhriJck/5F5r4Tl+H0dvYIg==,#FFD635,"894,22"
2022-04-03 18:02:04.643 UTC,DUSXU2hUZNNXLN4kIW5GU0CCc9df08H+IGxSMxU2VPO7Yv5sDfzYnNMIbG657rck8YEx/xyIDlcwgU4Gcsm/QA==,#811E9F,"23,956"
2022-04-03 18:02:04.643 UTC,pNTN/pdap3QwvcGJ9tGPYYabHcn/RE3FcfRrdJri8nBgt/eMpEKIcxbvGl1kQvBhfwfFWY3I9bKUFKIbXCPVIQ==,#FF4500,"403,454"
2022-04-03 18:02:04.646 UTC,b8aYRbvXmlzghvFzTCexdTdy6o5GLDT8qBx7TxPtFtNXbqWrrDBsFtSg+25XQD2CXqBBMj1QwSBzkerv5Aotyg==,#000000,"2,2"
